f_expression,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,best_rk_method
-y + t**2 + 2*t,0.0,0.010203040506070809,0.020610141822263037,0.031221303948576674,0.04203652688501174,0.05305581063156821,0.0642791551882461,0.0757065605550454,0.08733802673196613,0.09917355371900827,0.11121314151617184,0.1234567901234568,0.1359044995408632,0.14855626976839098,0.16141210080604024,0.17447199265381083,0.18773594531170293,0.2012039587797164,0.21487603305785125,0.22875216814610755,0.24283236404448527,0.25711662075298436,0.2716049382716049,0.28629731660034696,0.30119375573921026,0.3162942556881951,0.3315988164473014,0.34710743801652894,0.3628201203958781,0.3787368635853484,0.3948576675849403,0.41118253239465363,0.42771145801448834,0.44444444444444453,0.4613814916845221,0.478522599734721,0.49586776859504134,0.5134169982654833,0.5311702887460463,0.5491276400367311,0.5672890521375371,0.5856545250484646,0.6042240587695134,0.6229976533006837,0.6419753086419755,0.6611570247933884,0.6805428017549231,0.7001326395265791,0.7199265381083564,0.739924497500255,0.7601265177022755,0.780532598714417,0.80114274053668,0.8219569431690644,0.8429752066115704,0.8641975308641976,0.8856239159269466,0.9072543617998164,0.9290888684828078,0.951127435975921,0.9733700642791553,0.9958167533925112,1.0184675033159882,1.041322314049587,1.064381185593307,1.0876441179471483,1.1111111111111114,1.1347821650851952,1.1586572798694013,1.1827364554637283,1.207019691868177,1.2315069890827468,1.256198347107438,1.2810937659422508,1.3061932455871852,1.3314967860422406,1.3570043873074176,1.382716049382716,1.4086317722681359,1.4347515559636772,1.4610754004693403,1.487603305785124,1.5143352719110301,1.5412712988470567,1.5684113865932048,1.595755535149475,1.623303744515866,1.6510560146923785,1.6790123456790127,1.707172737475768,1.7355371900826446,1.7641057034996432,1.792878277726763,1.821854912764004,1.8510356086113664,1.8804203652688503,1.9100091827364558,1.9398020610141826,1.9697990001020305,2.0,HEUN
-2*y + 4*t,0.0,0.020202020202020204,0.04040404040404041,0.06060606060606061,0.08080808080808081,0.10101010101010102,0.12121212121212122,0.14141414141414144,0.16161616161616163,0.18181818181818182,0.20202020202020204,0.22222222222222224,0.24242424242424243,0.26262626262626265,0.2828282828282829,0.30303030303030304,0.32323232323232326,0.3434343434343435,0.36363636363636365,0.38383838383838387,0.4040404040404041,0.42424242424242425,0.4444444444444445,0.4646464646464647,0.48484848484848486,0.5050505050505051,0.5252525252525253,0.5454545454545455,0.5656565656565657,0.5858585858585859,0.6060606060606061,0.6262626262626263,0.6464646464646465,0.6666666666666667,0.686868686868687,0.7070707070707072,0.7272727272727273,0.7474747474747475,0.7676767676767677,0.787878787878788,0.8080808080808082,0.8282828282828284,0.8484848484848485,0.8686868686868687,0.888888888888889,0.9090909090909092,0.9292929292929294,0.9494949494949496,0.9696969696969697,0.98989898989899,1.0101010101010102,1.0303030303030305,1.0505050505050506,1.0707070707070707,1.090909090909091,1.1111111111111112,1.1313131313131315,1.1515151515151516,1.1717171717171717,1.191919191919192,1.2121212121212122,1.2323232323232325,1.2525252525252526,1.272727272727273,1.292929292929293,1.3131313131313131,1.3333333333333335,1.3535353535353536,1.373737373737374,1.393939393939394,1.4141414141414144,1.4343434343434345,1.4545454545454546,1.474747474747475,1.494949494949495,1.5151515151515154,1.5353535353535355,1.5555555555555556,1.575757575757576,1.595959595959596,1.6161616161616164,1.6363636363636365,1.6565656565656568,1.676767676767677,1.696969696969697,1.7171717171717173,1.7373737373737375,1.7575757575757578,1.777777777777778,1.7979797979797982,1.8181818181818183,1.8383838383838385,1.8585858585858588,1.878787878787879,1.8989898989898992,1.9191919191919193,1.9393939393939394,1.9595959595959598,1.97979797979798,2.0,RK4
-y + exp(-2*t),1.0,0.9698996632724105,0.9401992996103375,0.9108909098218022,0.8819666546932784,0.8534188517902319,0.8252399723216461,0.7974226380672553,0.7699596183662303,0.7428438271660897,0.7160683201306303,0.6896262918056969,0.6635110728416347,0.6377161272712908,0.6122350498424547,0.5870615634036466,0.5621895163421893,0.5376128800735175,0.5133257465806969,0.48932232600315406,0.46559694427362824,0.442144040802383,0.4189581662077324,0.39603398009195445,0.37336624886168623,0.350949843591907,0.32877973793264337,0.30685100605753673,0.28515882065343845,0.2636984509502128,0.2424652607899404,0.22145470673473922,0.20066233621242485,0.18008378569925865,0.15971477893903835,0.13955112519780616,0.11958871755346179,0.09982353121958099,0.0802516219027582,0.060869124192799884,0.041672249985113485,0.02265728693464747,0.0038205969407516527,-0.014841385337661162,-0.03333215393725708,-0.05165513301632163,-0.06981367825228046,-0.08781107821127032,-0.10565055569031956,-0.12333526903268632,-0.14086831341689016,-0.15825272211996455,-0.17549146775544455,-0.1925874634865965,-0.20954356421538317,-0.22636256774765,-0.2430472159350101,-0.2596001957938899,-0.27602414060219727,-0.292321630974055,-0.30849519591304075,-0.32454731384436414,-0.34048041362639897,-0.3562968755419877,-0.37199903226991793,-0.38758916983697306,-0.40306952855094,-0.418442303914958,-0.43370964752358265,-0.4488736679409265,-0.4639364315612404,-0.47889996345228103,-0.4937662481818139,-0.5085372306275858,-0.5232148167710976,-0.5378008744755041,-0.5522972342479544,-0.5667056899866876,-0.5810279997131859,-0.5952658862896851,-0.6094210381223375,-0.6234951098503081,-0.6374897230210937,-0.6514064667523325,-0.6652468983803804,-0.6790125440959147,-0.6927048995668266,-0.7063254305486572,-0.7198755734828228,-0.7333567360828801,-0.746770297909061,-0.7601176109313228,-0.7734000000811339,-0.7866187637922248,-0.7997751745305267,-0.8128704793135082,-0.8259059002191288,-0.8388826348846115,-0.851801856995241,-0.8646647167633873,HEUN
y - 2*t,0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,RK4
-3*y + 9*t,0.0,0.06060606060606061,0.12121212121212122,0.1818181818181818,0.24242424242424243,0.30303030303030304,0.3636363636363636,0.4242424242424243,0.48484848484848486,0.5454545454545455,0.6060606060606061,0.6666666666666666,0.7272727272727272,0.7878787878787878,0.8484848484848486,0.9090909090909092,0.9696969696969697,1.0303030303030303,1.090909090909091,1.1515151515151518,1.2121212121212122,1.272727272727273,1.3333333333333333,1.3939393939393943,1.4545454545454544,1.5151515151515154,1.5757575757575757,1.6363636363636367,1.6969696969696972,1.7575757575757573,1.8181818181818183,1.878787878787879,1.9393939393939394,2.0000000000000004,2.0606060606060606,2.121212121212122,2.181818181818182,2.242424242424242,2.3030303030303036,2.363636363636364,2.4242424242424243,2.4848484848484853,2.545454545454546,2.606060606060606,2.6666666666666665,2.727272727272728,2.7878787878787885,2.848484848484849,2.9090909090909087,2.96969696969697,3.0303030303030307,3.0909090909090917,3.1515151515151514,3.2121212121212124,3.2727272727272734,3.333333333333333,3.3939393939393945,3.454545454545455,3.5151515151515147,3.575757575757576,3.6363636363636367,3.6969696969696972,3.757575757575758,3.8181818181818192,3.878787878787879,3.9393939393939394,4.000000000000001,4.0606060606060606,4.121212121212121,4.1818181818181825,4.242424242424244,4.303030303030303,4.363636363636364,4.424242424242424,4.484848484848484,4.545454545454547,4.606060606060607,4.666666666666666,4.727272727272728,4.787878787878787,4.848484848484849,4.90909090909091,4.969696969696971,5.03030303030303,5.090909090909092,5.151515151515152,5.212121212121212,5.272727272727273,5.333333333333333,5.3939393939393945,5.454545454545456,5.515151515151516,5.575757575757577,5.636363636363637,5.696969696969698,5.757575757575758,5.8181818181818175,5.878787878787879,5.93939393939394,6.0,RK4
2*y - 2,-2.0,-1.97979797979798,-1.9595959595959596,-1.9393939393939394,-1.9191919191919191,-1.898989898989899,-1.878787878787879,-1.8585858585858586,-1.8383838383838385,-1.8181818181818181,-1.797979797979798,-1.7777777777777777,-1.7575757575757576,-1.7373737373737375,-1.7171717171717171,-1.696969696969697,-1.6767676767676767,-1.6565656565656566,-1.6363636363636362,-1.6161616161616161,-1.595959595959596,-1.5757575757575757,-1.5555555555555556,-1.5353535353535352,-1.5151515151515151,-1.4949494949494948,-1.4747474747474747,-1.4545454545454546,-1.4343434343434343,-1.4141414141414141,-1.393939393939394,-1.3737373737373737,-1.3535353535353534,-1.3333333333333333,-1.3131313131313131,-1.2929292929292928,-1.2727272727272727,-1.2525252525252526,-1.2323232323232323,-1.212121212121212,-1.1919191919191918,-1.1717171717171717,-1.1515151515151514,-1.1313131313131313,-1.1111111111111112,-1.0909090909090908,-1.0707070707070705,-1.0505050505050504,-1.0303030303030303,-1.01010101010101,-0.9898989898989898,-0.9696969696969695,-0.9494949494949494,-0.9292929292929293,-0.909090909090909,-0.8888888888888888,-0.8686868686868685,-0.8484848484848484,-0.8282828282828283,-0.808080808080808,-0.7878787878787878,-0.7676767676767675,-0.7474747474747474,-0.7272727272727271,-0.707070707070707,-0.6868686868686869,-0.6666666666666665,-0.6464646464646464,-0.6262626262626261,-0.606060606060606,-0.5858585858585856,-0.5656565656565655,-0.5454545454545454,-0.5252525252525251,-0.505050505050505,-0.48484848484848464,-0.46464646464646453,-0.4444444444444444,-0.4242424242424241,-0.404040404040404,-0.38383838383838365,-0.36363636363636354,-0.3434343434343432,-0.3232323232323231,-0.303030303030303,-0.28282828282828265,-0.26262626262626254,-0.2424242424242422,-0.2222222222222221,-0.20202020202020177,-0.18181818181818166,-0.16161616161616155,-0.14141414141414121,-0.1212121212121211,-0.10101010101010077,-0.08080808080808066,-0.06060606060606055,-0.04040404040404022,-0.02020202020202011,0.0,RK4
-4*y + 8,8.0,7.959595959595959,7.91919191919192,7.878787878787879,7.838383838383838,7.797979797979798,7.757575757575758,7.717171717171717,7.6767676767676765,7.636363636363637,7.595959595959596,7.555555555555555,7.515151515151516,7.474747474747475,7.434343434343434,7.393939393939394,7.353535353535354,7.313131313131313,7.2727272727272725,7.232323232323232,7.191919191919192,7.151515151515151,7.111111111111111,7.070707070707071,7.03030303030303,6.98989898989899,6.94949494949495,6.909090909090909,6.8686868686868685,6.828282828282829,6.787878787878788,6.747474747474747,6.707070707070707,6.666666666666666,6.626262626262626,6.585858585858586,6.545454545454545,6.505050505050505,6.4646464646464645,6.424242424242424,6.383838383838384,6.343434343434343,6.303030303030303,6.262626262626263,6.222222222222222,6.181818181818182,6.141414141414141,6.1010101010101,6.0606060606060606,6.02020202020202,5.979797979797979,5.9393939393939394,5.898989898989899,5.858585858585858,5.818181818181818,5.777777777777778,5.737373737373737,5.696969696969697,5.656565656565657,5.616161616161616,5.575757575757576,5.535353535353535,5.494949494949495,5.454545454545454,5.4141414141414135,5.373737373737374,5.333333333333333,5.292929292929292,5.252525252525253,5.212121212121212,5.171717171717171,5.1313131313131315,5.090909090909091,5.05050505050505,5.01010101010101,4.969696969696969,4.929292929292929,4.888888888888889,4.848484848484848,4.808080808080808,4.767676767676767,4.727272727272727,4.686868686868687,4.646464646464646,4.6060606060606055,4.565656565656566,4.525252525252525,4.484848484848484,4.444444444444445,4.404040404040403,4.363636363636363,4.3232323232323235,4.282828282828282,4.242424242424242,4.2020202020202015,4.161616161616161,4.121212121212121,4.08080808080808,4.04040404040404,4.0,RK4
-y + 4*t**2,0.0,-0.00969288848076727,-0.018569533721048873,-0.02662993572084481,-0.03387409448015509,-0.0403020099989797,-0.04591368227731864,-0.050709111315171924,-0.054688297112539544,-0.05785123966942149,-0.060197938985817774,-0.0617283950617284,-0.06244260789715335,-0.06234057749209264,-0.06142230384654626,-0.05968778696051423,-0.05713702683399653,-0.05377002346699315,-0.049586776859504134,-0.04458728701152942,-0.03877155392306905,-0.03213957759412303,-0.024691358024691357,-0.016426895214773973,-0.007346189164370964,0.002550760126517726,0.013263952657892097,0.024793388429752095,0.03713906744209783,0.05030098969492908,0.06427915518824612,0.07907356392204878,0.09468421589633713,0.11111111111111116,0.12835424956637087,0.1464136312621162,0.1652892561983471,0.1849811243750638,0.2054892357922662,0.22681359044995414,0.24895418834812788,0.2719110294867872,0.29568411386593213,0.3202734414855628,0.34567901234567905,0.3719008264462811,0.3989388837873688,0.4267931843689421,0.455463728191001,0.48495051525354566,0.515253545556576,0.5463728191000922,0.5783083358840937,0.6110600959085807,0.6446280991735539,0.6790123456790125,0.7142128354249571,0.7502295684113868,0.7870625446383022,0.8247117641057038,0.8631772268135905,0.9024589327619633,0.9425568819508214,0.9834710743801658,1.0252015100499952,1.0677481889603102,1.1111111111111114,1.1552902765023978,1.2002856851341703,1.246097337006428,1.292725232119172,1.3401693704724011,1.3884297520661157,1.4375063769003167,1.4873992449750029,1.538108356290175,1.5896337108458325,1.6419753086419755,1.6951331496786044,1.7491072339557188,1.8038975614733197,1.8595041322314052,1.9159269462299773,1.9731660034690341,2.031221303948577,2.090092847668606,2.1497806346291197,2.21028466483012,2.2716049382716053,2.333741454953577,2.3966942148760335,2.460463218038976,2.5250484644424045,2.590449954086318,2.656667686970718,2.723701663095603,2.7915518824609737,2.860218345066831,2.9297010509131725,3.0,MIDPOINT
-y + cos(2*t),1.0,0.9896949360289098,0.9789818475936231,0.9678609844880458,0.9563327629220827,0.9443977653517798,0.9320567402416184,0.9193106017590619,0.9061604294014766,0.8926074675555802,0.8786531249895988,0.8642989742783364,0.8495467511613962,0.8343983538348112,0.8188558421763757,0.8029214369049934,0.7865975186743845,0.7698866271015233,0.7527914597301999,0.7353148709301323,0.7174598707320756,0.6992296235994055,0.6806274471366764,0.6616568107356807,0.6423213341595639,0.6226247860655707,0.6025710824670272,0.5821642851351849,0.5614085999415812,0.5403083751415906,0.5188680995998669,0.4970924009584047,0.474986043747961,0.45255392744361456,0.4298010844652517,0.406732678123797,0.3833540005140258,0.35967047035481964,0.3356876307777452,0.31141114706485923,0.2868468043366632,0.26200050519115087,0.23687826729491218,0.21148622092727687,0.18583060647850064,0.1599177719030127,0.1337541701287674,0.10734635642375356,0.08070098572073925,0.05382480990134203,0.026724675040534107,-0.0005924813872941748,-0.02811963333957085,-0.05584966907292532,-0.08377539404554607,-0.11188953385332706,-0.1401847371986112,-0.16865357889030885,-0.19728856287417817,-0.22608212529202204,-0.25502663756855587,-0.2841144095246908,-0.31333769251595256,-0.3426886825947658,-0.372159523695303,-0.40174231083960793,-0.4314290933636775,-0.4612118781621883,-0.49108263295054666,-0.5210332895429242,-0.5510557471449489,-0.5811418756596998,-0.6112835190056644,-0.6414724984452982,-0.6717006159228294,-0.7019596574099511,-0.7322413962580278,-0.7625375965554558,-0.7928400164888025,-0.8231404117063524,-0.8534305386826937,-0.8837021580829617,-0.9139470381253786,-0.9441569579407036,-0.9743237109272366,-1.0044391080999941,-1.0344949814326974,-1.0644831871912077,-1.094395609257047,-1.1242241624396494,-1.1539607957759883,-1.183597495816239,-1.213126289894128,-1.2425392493806395,-1.2718284929197528,-1.3009861896448804,-1.3300045623747103,-1.3588758907871301,-1.3875925145699513,-1.4161468365471424,MIDPOINT
-y + sin(2*t),0.0,0.010099635982181278,0.020191027924339768,0.030265935150909223,0.04031612371386343,0.05033336975305411,0.060309462852431925,0.07023620939078082,0.08010543588559817,0.08990899232875646,0.09963875551258441,0.10928663234501117,0.11884456315241965,0.12830452496886174,0.1376585348102929,0.14689865293248958,0.15601698607132056,0.16500569066404877,0.17385697605035033,0.182563107651743,0.1911164101281278,0.19950927051015446,0.20773414130613335,0.2157835435822252,0.22365007001465176,0.23132638791268212,0.2388052422111605,0.24607945843135465,0.25314194560891556,0.25998569918775594,0.2666038038786626,0.27298943648148044,0.2791358686697129,0.28503646973640373,0.29068470930018037,0.296074159970353,0.30119849996998227,0.3060515157158454,0.3106271043542477,0.31491927625164434,0.3189221574390564,0.3226299920092826,0.32603714446592996,0.3291381020233034,0.3319274768562161,0.3344000082988028,0.3365505649914386,0.33837414697488566,0.3398658877308163,0.34102105616787576,0.3418350585524783,0.34230344038354443,0.34242188821041797,0.34218623139321835,0.34159244380491083,0.34063664547440076,0.3393151041699791,0.33762423692247545,0.3355606114874955,0.3331209477461464,0.3303021190436787,0.3271011534654983,0.3235152350500281,0.31954170493792344,0.31517806245717306,0.31042196614364304,0.3052712346966461,0.29972384786914774,0.29377794729224416,0.28743183723357746,0.28068398528937677,0.2735330230098443,0.2659777464576304,0.25801711669916916,0.2496502602286761,0.24087646932463191,0.2316952023386094,0.22210608391632458,0.21210890515082093,0.20170362366772687,0.19089036364254863,0.17966941574999318,0.16804123704534157,0.15600645077792175,0.14356584613675483,0.13072037792848135,0.1174711661876977,0.10381949571986038,0.0897668155769481,0.07531473846609105,0.0604650400914144,0.045219658429358045,0.02958069293777421,0.013550403699122526,-0.0028687895018874032,-0.019674308165828602,-0.036863416130862525,-0.05443322068938816,-0.07238067376857749,-0.09070257317431829,EULER
-2*y + cos(t),1.0,0.9797469650292064,0.9593919057258794,0.9389348377045279,0.9183757869875625,0.8977147900026419,0.8769518935789549,0.8560871549424429,0.8351206417099615,0.814052431882381,0.7928826138366283,0.7716112863166698,0.7502385584234366,0.7287645496036931,0.7071893896378497,0.6855132186267217,0.663736186977234,0.6418584553870768,0.6198801948283075,0.5978015865299086,0.5756228219592957,0.5533441028027826,0.530965640945003,0.5084876584472928,0.48591038752503257,0.4632340705239547,0.4404589598954173,0.4175853181706467,0.39461341793395144,0.37154354179491056,0.3483759823595388,0.32511104220043296,0.3017490338258997,0.27829027964807096,0.2547351119500081,0.23108387285179965,0.20733691427565448,0.18349459790999534,0.15955729517255646,0.13552538717248752,0.11139926467146943,0.08717932804384498,0.0628659872357692,0.03845966172338178,0.013960780470009704,-0.010630218117601342,-0.035312886234016294,-0.06008676672080049,-0.08495139311316335,-0.10990628968755156,-0.13495097151018687,-0.16008494448654365,-0.18530770541176078,-0.21061874202198438,-0.23601753304663342,-0.2615035482615834,-0.2870762485432674,-0.31273508592367993,-0.3384795036462882,-0.36430893622283655,-0.39022280949104216,-0.4162205406731787,-0.44230153843553477,-0.46846520294874894,-0.4947109259490088,-0.5210380908001129,-0.5474460725563856,-0.5739342380264388,-0.6005019458377787,-0.6271485465022416,-0.6538733824822638,-0.6806757882579675,-0.7075550903950651,-0.7345106076135692,-0.7615416508573016,-0.7886475233642002,-0.8158275207374064,-0.8430809310171367,-0.8704070347533227,-0.8978051050790153,-0.9252744077845491,-0.95281420139245,-0.9804237372330917,-1.0081022595210785,-1.0358490054323606,-1.063663205182063,-1.0915440821030262,-1.1194908527250509,-1.1475027268548328,-1.175578907656588,-1.203718591733351,-1.2319209692089481,-1.2601852238106268,-1.2885105329523387,-1.316896067818671,-1.345340993449406,-1.3738444688247153,-1.402405646950967,-1.4310236749471428,-1.4596976941318602,HEUN
-2*y + sin(t),0.0,-0.010101181868492513,-0.020203394320849027,-0.030307667835783557,-0.04041503268172084,-0.05052651881167857,-0.06064315575818169,-0.07076597252821977,-0.0808959974982578,-0.09103425830931146,-0.10118178176209743,-0.11133959371226924,-0.1215087189657499,-0.13169018117417125,-0.14188500273043134,-0.15209420466438012,-0.16231880653864428,-0.1725598263446017,-0.18281828039851628,-0.19309518323784375,-0.20339154751771865,-0.2137083839076338,-0.2240467009883222,-0.23440750514885172,-0.244791800483944,-0.25520058869152706,-0.26563486897053223,-0.27609563791894687,-0.2865838894321314,-0.297100614601413,-0.307646801612965,-0.3182234356469823,-0.32883149877716433,-0.3394719698705145,-0.35014582448746645,-0.36085403478234857,-0.37159756940419514,-0.382377393397916,-0.3931944681058328,-0.40404975106959423,-0.41494419593247833,-0.4258787523420926,-0.4368543658534819,-0.4478719778326543,-0.45893252536053336,-0.47003694113734845,-0.48118615338747184,-0.49238108576471246,-0.5036226572580755,-0.5149117820979993,-0.5262493696630755,-0.5376363243872668,-0.5490735456676274,-0.5605619277725379,-0.5721023597504636,-0.5836957253392456,-0.595342902875933,-0.6070447652071665,-0.6188021796001228,-0.6306160076540277,-0.6424871052122465,-0.6544163222749642,-0.666404502912459,-0.6784524851789834,-0.6905611010272569,-0.702731176223583,-0.7149635302635964,-0.7272589762886497,-0.7396183210028501,-0.7520423645907504,-0.7645319006357078,-0.7770877160389139,-0.7897105909391087,-0.8024012986329823,-0.8151606054962759,-0.82798927090559,-0.8408880471609039,-0.8538576794088203,-0.8668989055665376,-0.8800124562465602,-0.8931990546821559,-0.9064594166535627,-0.91979425041496,-0.9332042566222043,-0.9466901282613428,-0.9602525505779075,-0.9738922010069997,-0.9876097491041731,-1.0014058564771173,-1.0152811767181564,-1.029236355337561,-1.0432720296976892,-1.0573888289479556,-1.0715873739606394,-1.0858682772675388,-1.1002321429974713,-1.1146795668146383,-1.1292111358578478,-1.1438274286806092,-1.1585290151921035,HEUN
-y,-0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,RK4
-y,-0.0,-0.010101010101010102,-0.020202020202020204,-0.030303030303030304,-0.04040404040404041,-0.05050505050505051,-0.06060606060606061,-0.07070707070707072,-0.08080808080808081,-0.09090909090909091,-0.10101010101010102,-0.11111111111111112,-0.12121212121212122,-0.13131313131313133,-0.14141414141414144,-0.15151515151515152,-0.16161616161616163,-0.17171717171717174,-0.18181818181818182,-0.19191919191919193,-0.20202020202020204,-0.21212121212121213,-0.22222222222222224,-0.23232323232323235,-0.24242424242424243,-0.25252525252525254,-0.26262626262626265,-0.27272727272727276,-0.2828282828282829,-0.29292929292929293,-0.30303030303030304,-0.31313131313131315,-0.32323232323232326,-0.33333333333333337,-0.3434343434343435,-0.3535353535353536,-0.36363636363636365,-0.37373737373737376,-0.38383838383838387,-0.393939393939394,-0.4040404040404041,-0.4141414141414142,-0.42424242424242425,-0.43434343434343436,-0.4444444444444445,-0.4545454545454546,-0.4646464646464647,-0.4747474747474748,-0.48484848484848486,-0.494949494949495,-0.5050505050505051,-0.5151515151515152,-0.5252525252525253,-0.5353535353535354,-0.5454545454545455,-0.5555555555555556,-0.5656565656565657,-0.5757575757575758,-0.5858585858585859,-0.595959595959596,-0.6060606060606061,-0.6161616161616162,-0.6262626262626263,-0.6363636363636365,-0.6464646464646465,-0.6565656565656566,-0.6666666666666667,-0.6767676767676768,-0.686868686868687,-0.696969696969697,-0.7070707070707072,-0.7171717171717172,-0.7272727272727273,-0.7373737373737375,-0.7474747474747475,-0.7575757575757577,-0.7676767676767677,-0.7777777777777778,-0.787878787878788,-0.797979797979798,-0.8080808080808082,-0.8181818181818182,-0.8282828282828284,-0.8383838383838385,-0.8484848484848485,-0.8585858585858587,-0.8686868686868687,-0.8787878787878789,-0.888888888888889,-0.8989898989898991,-0.9090909090909092,-0.9191919191919192,-0.9292929292929294,-0.9393939393939394,-0.9494949494949496,-0.9595959595959597,-0.9696969696969697,-0.9797979797979799,-0.98989898989899,-1.0,RK4
